,loss
0,0.09874084700907891
1,0.03795452924096025
2,0.020486457679847567
3,0.013706761232606368
4,0.010786684968722208
5,0.009287628629984586
6,0.008537485834494873
7,0.008073178737716565
8,0.007647178123806953
9,0.006462546820542533
10,0.005981292925707748
11,0.0057213557628377504
12,0.005533200877895676
13,0.0050802469660235754
14,0.004817444911774753
15,0.004916624231615666
16,0.004413058057859113
17,0.004470909857900551
18,0.004186772187135072
19,0.004476058947481458
20,0.0039025829308836062
21,0.0038642801399646487
22,0.0037531935709163616
23,0.003500632459508779
24,0.003691671356727966
25,0.003330152028631043
26,0.004049978472069901
27,0.004231657610739603
28,0.004976988104484311
29,0.003775312778733072
30,0.0043442469610605865
31,0.003329291992910536
32,0.0032889191925581447
33,0.00357478544682787
34,0.0038080173879507127
35,0.0032518765614061823
36,0.003584650456984188
37,0.003230646431287217
38,0.003154165960756927
39,0.003189525086281719
40,0.003208096613707312
41,0.002992718848171686
42,0.0032262579970923373
43,0.003305230559226402
44,0.0031009080794471328
45,0.0032339967545112814
46,0.003256674939639955
47,0.003374596141929942
48,0.0032062746364317717
49,0.003023023713042979
50,0.0031291868307183296
51,0.00317493622233845
52,0.003026875415116592
53,0.0030041787288306904
54,0.004592958665549911
55,0.004156323204097134
56,0.004769330574375393
57,0.0035006860717658127
58,0.0029951577353093247
59,0.0028359794737487696
60,0.0026679891397937655
61,0.002786520723986996
62,0.002884279298208033
63,0.002765501444594065
64,0.0027187773769317878
65,0.0028147789561899115
66,0.002823011358570208
67,0.0027439405201903355
68,0.002948446632622866
69,0.0028721791861092546
70,0.0031540396007926574
71,0.0027878694924235487
72,0.002933513268775793
73,0.0029808043489045607
74,0.004844827936848143
75,0.003498564477875258
76,0.0026746513116260454
77,0.0028671239879031417
78,0.0027544508573441816
79,0.002887293807691549
80,0.002743995190453082
81,0.0027430950456050597
82,0.0025864467919973324
83,0.002724119546220057
84,0.002895327183246839
85,0.00282730349515153
86,0.0027200690400832174
87,0.0027267768734949033
88,0.0027203196034406574
89,0.0027752289636396197
90,0.0029835445761913584
91,0.0029989096299952206
92,0.003053076123789348
93,0.003068607350098773
94,0.002790625783075029
95,0.0026750999599679894
96,0.0026389882526094274
97,0.0028065355445202537
98,0.0026823904109155214
99,0.002603993834046984
