,loss
0,0.09873801160914203
1,0.03816926340999392
2,0.0200840469027753
3,0.014219705529588586
4,0.011314598463165263
5,0.00922377040842548
6,0.00963954648092719
7,0.008009954188552607
8,0.007366506334983569
9,0.006743069054573425
10,0.006031670059322399
11,0.005520637560402974
12,0.004999487253235202
13,0.004807619668311721
14,0.00448646797190122
15,0.004809107838339818
16,0.0045995470131098655
17,0.004216734478901193
18,0.003979406305294712
19,0.00422800302306617
20,0.0037857235655678776
21,0.003804137682300279
22,0.003686428793101489
23,0.0038040041666439115
24,0.003950181865426809
25,0.006172397176472563
26,0.004600617605789618
27,0.00426382340449436
28,0.0034463661331604572
29,0.003319123582150496
30,0.003232778001567264
31,0.003343452774011742
32,0.003353027730929625
33,0.0033158136502076255
34,0.0033154590380945594
35,0.0031198142379556277
36,0.0034972093853639307
37,0.003510508876919024
38,0.0034865368106162956
39,0.0033921342106926506
40,0.00337601454147413
41,0.003294553881842906
42,0.0032165559091898405
43,0.0033195361726939153
44,0.003793511687725489
45,0.0036878851035226034
46,0.0035836079908013593
47,0.003301085564570864
48,0.003305933440147631
49,0.003029563137408786
50,0.0029861189305355157
51,0.0030058669482855294
52,0.0030807508279811677
53,0.0030118514902975828
54,0.0028799705320030474
55,0.0032208924359489782
56,0.0035357941038910213
57,0.0038193593388465767
58,0.003183661121371036
59,0.0031153686916961004
60,0.0028523560151294683
61,0.002836221817318574
62,0.002915666237667362
63,0.002920928539333545
64,0.0028861326543695516
65,0.002824363678818524
66,0.0028223715931668873
67,0.0029024130058587618
68,0.0029017235023275135
69,0.0032989599943221036
70,0.0037522317655808973
71,0.003294827341945468
72,0.0031163522732043703
73,0.0030543731889565605
74,0.0027545553239766226
75,0.002874976192155524
76,0.0027335777791999286
77,0.002890776040228123
78,0.002734376119337867
79,0.0028030260801585882
80,0.002801056943015586
81,0.0035970511331299805
82,0.0028886657983359025
83,0.0035392770611451852
84,0.003138878455562614
85,0.0029045008569293413
86,0.002613629481508421
87,0.0027667211881862385
88,0.002582403168935343
89,0.002803545765364864
90,0.0027959517572279918
91,0.0025951055197784476
92,0.002792206078820906
93,0.0027291057043252447
94,0.0027789511200883984
95,0.002858287547295883
96,0.002770578389328193
97,0.0028058281603118
98,0.0029733513030805623
99,0.0029970084830893027
