seed,epoch,D_loss,G_loss
20,33,0.003762277774512768,0.008854253217577934
20,34,0.19836868345737457,0.005582236684858799
20,35,0.004740636795759201,0.0080327233299613
20,36,0.009893510490655899,0.008420327678322792
20,37,0.0029697436839342117,0.0071052429266273975
20,38,0.03417539969086647,0.007078822702169418
20,39,0.04399299621582031,0.006846737582236528
20,40,0.016556942835450172,0.005387028679251671
20,41,0.002902169246226549,0.0062402416951954365
20,42,0.002406493527814746,0.0069218650460243225
20,43,0.006073741242289543,0.006561321206390858
20,44,0.003715568222105503,0.006331033539026976
20,45,0.018034473061561584,0.007223320659250021
20,46,0.04383439943194389,0.006050944793969393
20,47,0.0031762144062668085,0.006573856808245182
20,48,0.010274933651089668,0.006428036838769913
20,49,0.029354944825172424,0.006272685248404741
20,50,0.0880260095000267,0.005702749826014042
30,1,0.017243575304746628,0.006033378653228283
30,2,0.022489061579108238,0.011183253489434719
30,3,0.035578396171331406,0.013232025317847729
30,4,0.08611961454153061,0.013838524930179119
30,5,0.16719387471675873,0.015801290050148964
30,6,0.008457331918179989,0.014547530561685562
30,7,0.003185354406014085,0.01247255876660347
30,8,0.015462192706763744,0.011884728446602821
30,9,0.004522538743913174,0.016283877193927765
30,10,0.02151525765657425,0.013833620585501194
30,11,0.18190591037273407,0.012673668563365936
30,12,0.014526993967592716,0.012456964701414108
30,13,0.001589493709616363,0.01616569794714451
30,14,0.006407531443983316,0.01205895934253931
30,15,0.2882806956768036,0.01055467501282692
30,16,0.0035144987050443888,0.012029411271214485
30,17,0.007880516350269318,0.008268731646239758
30,18,0.04482264816761017,0.011948921717703342
30,19,0.012012572027742863,0.010229486040771008
30,20,0.006635486613959074,0.00920473039150238
30,21,0.07592882961034775,0.010807111859321594
30,22,0.032834991812705994,0.01023008767515421
30,23,0.08344077318906784,0.009720916859805584
30,24,0.20947763323783875,0.00945052970200777
30,25,0.006108028814196587,0.009597506374120712
30,26,0.009617336094379425,0.007684109266847372
30,27,0.003300171112641692,0.0068846880458295345
30,28,0.003220704849809408,0.008144962601363659
30,29,0.062114499509334564,0.008232817985117435
30,30,0.026562068611383438,0.007512275595217943
30,31,0.0019137158524245024,0.007472232915461063
30,32,0.02607503905892372,0.007657880429178476
30,33,0.04268231987953186,0.006978478282690048
30,34,0.007529976777732372,0.007224084343761206
30,35,0.014269261620938778,0.005505482200533152
30,36,0.07090072333812714,0.00524833844974637
30,37,0.00799395889043808,0.005895887967199087
30,38,0.01030887383967638,0.0065387883223593235
30,39,0.005269928369671106,0.005726884119212627
30,40,0.05623532459139824,0.00816422700881958
30,41,0.007316029630601406,0.006673130206763744
30,42,0.04985066503286362,0.006998049560934305
30,43,0.0026605557650327682,0.006677248515188694
30,44,0.005168500356376171,0.005602743476629257
30,45,0.04787721484899521,0.00638179574161768
30,46,0.012560027651488781,0.004410360474139452
30,47,0.015305395238101482,0.0068045142106711864
30,48,0.01835584081709385,0.004644038621336222
30,49,0.015893999487161636,0.006027090363204479
30,50,0.027950817719101906,0.004936027806252241
40,1,0.06543934345245361,0.005140007007867098
40,2,0.015809493139386177,0.013424692675471306
40,3,0.01621030643582344,0.014945312403142452
40,4,0.005694103892892599,0.014256694354116917
40,5,0.01247913483530283,0.015746988356113434
40,6,0.3561697006225586,0.01369176059961319
40,7,0.01386189740151167,0.015580324456095695
40,8,0.02907206304371357,0.010547368787229061
40,9,0.002622125670313835,0.013061084784567356
40,10,0.007195588666945696,0.013723606243729591
40,11,0.004136769101023674,0.010382094420492649
40,12,0.13786770403385162,0.014772397466003895
40,13,0.13097624480724335,0.012684138491749763
40,14,0.07978612184524536,0.012883243151009083
40,15,0.004763554781675339,0.012305052950978279
40,16,0.03350721672177315,0.009286061860620975
40,17,0.004997143521904945,0.01008810754865408
40,18,0.0051487041637301445,0.012446513399481773
40,19,0.25757256150245667,0.011148807592689991
40,20,0.09719677269458771,0.007768567651510239
40,21,0.006988514680415392,0.009450607001781464
40,22,0.23066188395023346,0.010974844917654991
40,23,0.004259372130036354,0.00976531207561493
40,24,0.004519809503108263,0.009321585297584534
40,25,0.37816256284713745,0.011100365780293941
40,26,0.0233779139816761,0.009049958549439907
40,27,0.025126805528998375,0.008285039104521275
40,28,0.015696782618761063,0.010798598639667034
40,29,0.004719915334135294,0.007146209012717009
40,30,0.051077548414468765,0.007737418636679649
40,31,0.01305808499455452,0.005816871766000986
40,32,0.024919047951698303,0.008011022582650185
40,33,0.00434280838817358,0.006325170863419771
40,34,0.02453470230102539,0.007693131919950247
40,35,0.011119497008621693,0.007400108501315117
40,36,0.006161745637655258,0.0077019184827804565
40,37,0.1456262618303299,0.007288824766874313
40,38,0.00158257398288697,0.010827390477061272
40,39,0.10329542309045792,0.0073908856138587
40,40,0.004212322644889355,0.006147889886051416
40,41,0.010656148195266724,0.007298964541405439
40,42,0.016989966854453087,0.006740092299878597
40,43,0.003468410111963749,0.007851460948586464
40,44,0.07835815101861954,0.006516823545098305
40,45,0.09557019174098969,0.00733488192781806
40,46,0.06103629991412163,0.00572615023702383
40,47,0.00471323449164629,0.006621683016419411
40,48,0.00327457208186388,0.006945106666535139
40,49,0.02535296231508255,0.006333992816507816
40,50,0.028641805052757263,0.005920529365539551
50,1,0.007179989945143461,0.006305874325335026
50,2,0.00631702458485961,0.011485596187412739
50,3,0.014956471510231495,0.013658284209668636
50,4,0.014640453271567822,0.015277517028152943
50,5,0.24205949902534485,0.015025169588625431
50,6,0.014081736095249653,0.013874180614948273
50,7,0.03223319351673126,0.013685704208910465
50,8,0.011859521269798279,0.015447513200342655
50,9,0.006175471469759941,0.014578898437321186
50,10,0.008275886066257954,0.011918775737285614
50,11,0.007274456787854433,0.015538008883595467
50,12,0.005881668534129858,0.010900327004492283
50,13,0.009860623627901077,0.010041397996246815
50,14,0.11002598702907562,0.014209933578968048
50,15,0.05793296918272972,0.010086174122989178
50,16,0.008919723331928253,0.011937467381358147
50,17,0.0972045361995697,0.011245353147387505
50,18,0.005391815677285194,0.010206518694758415
50,19,0.024458199739456177,0.008867655880749226
50,20,0.011397916823625565,0.012732756324112415
50,21,0.023344993591308594,0.010545487515628338
50,22,0.0638846606016159,0.00755294831469655
50,23,0.13753516972064972,0.010096014477312565
50,24,0.002409027423709631,0.008614035323262215
50,25,0.008022653870284557,0.008604621514678001
50,26,0.10227454453706741,0.00952951330691576
50,27,0.01377669908106327,0.008758227340877056
50,28,0.0037352717481553555,0.007548010442405939
50,29,0.0018651497084647417,0.011224440298974514
50,30,0.03384389728307724,0.008175389841198921
50,31,0.016858592629432678,0.008544068783521652
50,32,0.006480855401605368,0.007367882411926985
50,33,0.03540628403425217,0.006623432505875826
50,34,0.005130339879542589,0.008854168467223644
50,35,0.01044691726565361,0.005518442951142788
50,36,0.22301660478115082,0.006025101989507675
50,37,0.002008000621572137,0.0071570537984371185
50,38,0.004310785327106714,0.006704897154122591
50,39,0.002171048428863287,0.00631754333153367
50,40,0.005236666649580002,0.0053206542506814
50,41,0.0032878213096410036,0.005021298304200172
50,42,0.0018037930130958557,0.005234609358012676
50,43,0.0847947970032692,0.006032790523022413
50,44,0.06932961195707321,0.0059995148330926895
50,45,0.09095041453838348,0.005955160595476627
50,46,0.0732204020023346,0.00707332044839859
50,47,0.0022144021932035685,0.006437704432755709
50,48,0.010906691662967205,0.007710760459303856
50,49,0.028882170096039772,0.005784033332020044
50,50,0.0023392708972096443,0.006621390115469694
