Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Stalling Padding,0.3,TRANSFORMER,99.99%,12838/12839,1,16.9290
40,Stalling Padding,0.3,TRANSGAN,92.30%,11851/12839,988,16.7729
