Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Stalling Padding,0.5,TRANSFORMER,100.00%,12839/12839,0,17.4299
40,Stalling Padding,0.5,TRANSGAN,84.25%,10817/12839,2022,17.1828
