Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Stalling Padding,0.7,TRANSFORMER,100.00%,12839/12839,0,20.7396
30,Stalling Padding,0.7,TRANSGAN,0.26%,33/12839,12806,20.7099
