Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Stalling Padding,0.3,TRANSFORMER,100.00%,12839/12839,0,16.7643
20,Stalling Padding,0.3,TRANSGAN,97.52%,12520/12839,319,16.6518
