Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Stalling Padding,0.7,TRANSFORMER,100.00%,12839/12839,0,16.6948
50,Stalling Padding,0.7,TRANSGAN,1.56%,200/12839,12639,16.8825
