Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Stalling Padding,0.7,TRANSFORMER,100.00%,12839/12839,0,34.7332
40,Stalling Padding,0.7,TRANSGAN,82.64%,10610/12839,2229,33.6667
