Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Stalling Padding,0.7,TRANSFORMER,100.00%,12839/12839,0,16.5906
20,Stalling Padding,0.7,TRANSGAN,98.96%,12706/12839,133,16.5495
