Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Benign Mimicry,0.2,TRANSFORMER,97.86%,12564/12839,275,15.3910
50,Benign Mimicry,0.2,TRANSGAN,91.30%,11722/12839,1117,15.4820
