Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Stalling Padding,0.5,TRANSFORMER,100.00%,12839/12839,0,16.7089
50,Stalling Padding,0.5,TRANSGAN,50.68%,6507/12839,6332,16.8572
