Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Call Reordering,0.1,TRANSFORMER,99.58%,12785/12839,54,17.1063
30,Call Reordering,0.1,TRANSGAN,99.50%,12775/12839,64,17.1381
