Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Benign Mimicry,0.3,TRANSFORMER,90.68%,11642/12839,1197,50.7564
40,Benign Mimicry,0.3,TRANSGAN,64.97%,8342/12839,4497,51.3766
