Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Benign Mimicry,0.4,TRANSFORMER,60.94%,7824/12839,5015,17.0319
30,Benign Mimicry,0.4,TRANSGAN,67.39%,8652/12839,4187,17.1806
