Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Stalling Padding,0.9,TRANSFORMER,100.00%,12839/12839,0,56.5904
40,Stalling Padding,0.9,TRANSGAN,55.95%,7183/12839,5656,57.7896
