Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Benign Mimicry,0.4,TRANSFORMER,90.51%,11620/12839,1219,57.4463
40,Benign Mimicry,0.4,TRANSGAN,57.36%,7365/12839,5474,58.0738
