Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Call Reordering,0.1,TRANSFORMER,99.65%,12794/12839,45,21.3013
50,Call Reordering,0.1,TRANSGAN,99.78%,12811/12839,28,21.5998
