Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Call Reordering,0.1,TRANSFORMER,99.54%,12780/12839,59,14.8177
40,Call Reordering,0.1,TRANSGAN,99.72%,12803/12839,36,14.7159
