Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Stalling Padding,0.3,TRANSFORMER,99.99%,12838/12839,1,17.0775
50,Stalling Padding,0.3,TRANSGAN,66.31%,8513/12839,4326,17.2359
