Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Stalling Padding,0.3,TRANSFORMER,100.00%,12839/12839,0,22.9790
30,Stalling Padding,0.3,TRANSGAN,50.63%,6500/12839,6339,22.7386
