Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Benign Mimicry,0.3,TRANSFORMER,96.15%,12345/12839,494,16.7456
20,Benign Mimicry,0.3,TRANSGAN,87.21%,11197/12839,1642,16.6204
