Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
10,Stalling Padding,0.7,TRANSFORMER,100.00%,12839/12839,0,37.6424
10,Stalling Padding,0.7,TRANSGAN,99.82%,12816/12839,23,37.1800
