Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
10,Call Reordering,0.1,TRANSFORMER,99.60%,12788/12839,51,17.4060
10,Call Reordering,0.1,TRANSGAN,99.65%,12794/12839,45,17.2340
