Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Benign Mimicry,0.1,TRANSFORMER,99.00%,12711/12839,128,15.5345
50,Benign Mimicry,0.1,TRANSGAN,97.33%,12496/12839,343,15.6012
