Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Benign Mimicry,0.2,TRANSFORMER,97.94%,12575/12839,264,16.4363
20,Benign Mimicry,0.2,TRANSGAN,93.82%,12045/12839,794,16.4581
