Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Benign Mimicry,0.2,TRANSFORMER,81.32%,10441/12839,2398,21.9435
30,Benign Mimicry,0.2,TRANSGAN,88.96%,11421/12839,1418,21.9716
