Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
10,Benign Mimicry,0.3,TRANSFORMER,88.86%,11409/12839,1430,44.9612
10,Benign Mimicry,0.3,TRANSGAN,81.86%,10510/12839,2329,44.7751
