Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Stalling Padding,0.5,TRANSFORMER,100.00%,12839/12839,0,16.2100
20,Stalling Padding,0.5,TRANSGAN,99.49%,12773/12839,66,16.1317
