Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
10,Benign Mimicry,0.2,TRANSFORMER,94.49%,12132/12839,707,48.2234
10,Benign Mimicry,0.2,TRANSGAN,91.08%,11694/12839,1145,48.2748
