Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Benign Mimicry,0.1,TRANSFORMER,96.54%,12395/12839,444,54.1015
40,Benign Mimicry,0.1,TRANSGAN,94.38%,12117/12839,722,54.2467
