Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Call Reordering,0.15,TRANSFORMER,99.63%,12791/12839,48,17.0057
30,Call Reordering,0.15,TRANSGAN,99.46%,12770/12839,69,16.8986
