Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Stalling Padding,0.9,TRANSFORMER,100.00%,12839/12839,0,20.8233
30,Stalling Padding,0.9,TRANSGAN,0.00%,0/12839,12839,20.7218
