Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Benign Mimicry,0.3,TRANSFORMER,96.27%,12360/12839,479,15.2995
50,Benign Mimicry,0.3,TRANSGAN,84.65%,10868/12839,1971,15.4517
