Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Call Reordering,0.05,TRANSFORMER,99.53%,12779/12839,60,37.8304
40,Call Reordering,0.05,TRANSGAN,99.72%,12803/12839,36,38.8417
