Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
50,Call Reordering,0.15,TRANSFORMER,99.64%,12793/12839,46,16.4802
50,Call Reordering,0.15,TRANSGAN,99.73%,12804/12839,35,16.4477
