Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
40,Call Reordering,0.15,TRANSFORMER,99.54%,12780/12839,59,14.3316
40,Call Reordering,0.15,TRANSGAN,99.69%,12799/12839,40,14.2345
