Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Call Reordering,0.15,TRANSFORMER,99.64%,12793/12839,46,24.0879
20,Call Reordering,0.15,TRANSGAN,99.80%,12813/12839,26,23.8339
