Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
10,Call Reordering,0.15,TRANSFORMER,99.62%,12790/12839,49,16.9293
10,Call Reordering,0.15,TRANSGAN,99.68%,12798/12839,41,16.8977
