Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
10,Benign Mimicry,0.4,TRANSFORMER,84.80%,10888/12839,1951,54.0278
10,Benign Mimicry,0.4,TRANSGAN,75.78%,9730/12839,3109,52.0238
