Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
10,Benign Mimicry,0.1,TRANSFORMER,98.69%,12671/12839,168,38.9011
10,Benign Mimicry,0.1,TRANSGAN,96.97%,12450/12839,389,38.4518
