Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Stalling Padding,0.9,TRANSFORMER,100.00%,12839/12839,0,16.5750
20,Stalling Padding,0.9,TRANSGAN,99.89%,12825/12839,14,16.6344
