Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
30,Stalling Padding,0.5,TRANSFORMER,100.00%,12839/12839,0,20.4200
30,Stalling Padding,0.5,TRANSGAN,5.36%,688/12839,12151,20.3833
