Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Benign Mimicry,0.4,TRANSFORMER,94.75%,12165/12839,674,17.2268
20,Benign Mimicry,0.4,TRANSGAN,83.25%,10688/12839,2151,16.9997
