Seed,Technique,Rate,Model,TPR (%),Detected / Total,Evasions Succeeded,Total Time (s)
20,Benign Mimicry,0.1,TRANSFORMER,98.87%,12694/12839,145,16.8357
20,Benign Mimicry,0.1,TRANSGAN,98.33%,12625/12839,214,16.5503
