epoch,d_loss,g_loss
1,0.1150980144739151,0.003098846646025777
2,0.018873263150453568,0.0051303161308169365
3,0.016616402193903923,0.005494588520377874
4,0.01566639356315136,0.00604718504473567
5,0.09443973004817963,0.006910016760230064
6,0.062373071908950806,0.00772398104891181
7,0.11161568015813828,0.006125753745436668
8,0.006814534310251474,0.006171447690576315
9,0.011678364127874374,0.006743710022419691
10,0.009223184548318386,0.006411218550056219
11,0.009153211489319801,0.006720815319567919
12,0.04614488035440445,0.006079227197915316
13,0.009407345205545425,0.006536455824971199
14,0.05690178647637367,0.005601583980023861
15,0.008863876573741436,0.00624274555593729
16,0.2385491579771042,0.005088751669973135
17,0.001697427942417562,0.005472900345921516
18,0.12054663151502609,0.004532402381300926
19,0.004185202997177839,0.004377995617687702
20,0.004160191398113966,0.00513900350779295
21,0.0027211159467697144,0.004626159556210041
22,0.0075305006466805935,0.005116421729326248
23,0.02712165005505085,0.004203681834042072
24,0.0710287019610405,0.003929053898900747
25,0.09653345495462418,0.003521741135045886
26,0.007103577256202698,0.0036887910682708025
27,0.011308133602142334,0.003517769742757082
28,0.003954943735152483,0.00381739204749465
29,0.033043377101421356,0.003474190831184387
30,0.07576637715101242,0.003961346577852964
31,0.008591588586568832,0.003488144837319851
32,0.019119534641504288,0.003702054498717189
33,0.04217889532446861,0.0031153943855315447
34,0.06544432044029236,0.002817281289026141
35,0.1004156768321991,0.003187559312209487
36,0.01642988994717598,0.0027741899248212576
37,0.002418231451883912,0.0028639547526836395
38,0.003888611448928714,0.0029349287506192923
39,0.014948785305023193,0.003003855934366584
40,0.008427612483501434,0.00269406009465456
41,0.002993241883814335,0.0027735535986721516
42,0.012586199678480625,0.0029296514112502337
43,0.07718995213508606,0.0025743127334862947
44,0.0029792345594614744,0.00240081618539989
45,0.005738974083214998,0.0024965263437479734
46,0.0009191384888254106,0.0028109168633818626
47,0.0022546937689185143,0.00244275969453156
48,0.002205284545198083,0.002539266599342227
49,0.012726976536214352,0.002474165055900812
50,0.0066511547192931175,0.0023852712474763393
