epoch,d_loss,g_loss
1,0.16714678704738617,0.003305313177406788
2,0.024831268936395645,0.004055528901517391
3,0.025322671979665756,0.006025535520166159
4,0.17371979355812073,0.005574441514909267
5,0.06308525055646896,0.006530389655381441
6,0.0089277233928442,0.005382731556892395
7,0.127889022231102,0.006630281452089548
8,0.006692558992654085,0.0058641801588237286
9,0.044023431837558746,0.005760540254414082
10,0.01615307480096817,0.005644827149808407
11,0.020242974162101746,0.006008507218211889
12,0.008208675310015678,0.0059088123962283134
13,0.03815858066082001,0.0060840691439807415
14,0.0030415270011872053,0.006512071937322617
15,0.051316697150468826,0.004839763510972261
16,0.01216114778071642,0.004815814085304737
17,0.005412183701992035,0.0043720374815166
18,0.011063965037465096,0.004330012481659651
19,0.007781445514410734,0.0050244699232280254
20,0.016678784042596817,0.00492703914642334
21,0.012398590333759785,0.004557441454380751
22,0.0038027025293558836,0.004094390664249659
23,0.007294375915080309,0.0044641620479524136
24,0.007951619103550911,0.003443256253376603
25,0.0031943093053996563,0.004557305946946144
26,0.0040846168994903564,0.0033394587226212025
27,0.012982839718461037,0.004084029234945774
28,0.010151722468435764,0.0034402969758957624
29,0.008477719500660896,0.003348797094076872
30,0.024259619414806366,0.003681677859276533
31,0.0027603839989751577,0.0030156150460243225
32,0.00717995734885335,0.0031017919536679983
33,0.22389328479766846,0.0032077832147479057
34,0.0026947318110615015,0.0028984437230974436
35,0.005052046850323677,0.0031031391117721796
36,0.0011486755684018135,0.0034579315688461065
37,0.0099510308355093,0.002538086147978902
38,0.01127965934574604,0.002899480750784278
39,0.005589744076132774,0.0028313787188380957
40,0.00470596831291914,0.0027227518148720264
41,0.19463731348514557,0.00272166240029037
42,0.002762586111202836,0.0027680513449013233
43,0.0030829263851046562,0.002682449296116829
44,0.24309608340263367,0.002733457600697875
45,0.004987994208931923,0.002940246369689703
46,0.002208481077104807,0.00273934961296618
47,0.0014020103262737393,0.002793076680973172
48,0.007632396183907986,0.0024604073259979486
49,0.12253139913082123,0.0024970960803329945
50,0.19501742720603943,0.0027245155069977045
